"titles_midwest","word","n","total","tf","idf","tf_idf"
"Climate change could force 200 million to move","author",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","authors",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","b",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","be",1,910,0.0010989010989011,0.0689928714869514,7.58163422933532e-05
"Climate change could force 200 million to move","being",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","body",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","both",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","bridge",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","but",1,910,0.0010989010989011,0.0689928714869514,7.58163422933532e-05
"Climate change could force 200 million to move","byline",1,910,0.0010989010989011,0.22314355131421,0.000245212693751879
"Climate change could force 200 million to move","catalonia",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","celsius",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","centre",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","century",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","chance",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","change's",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","chen",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","classification",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","client",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","climatology",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","co",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","coastlines",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","collective",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","combination",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","communications",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","concerned",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","conditions",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","conflicts",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","content",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","create",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","crescent",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","crises",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","cross",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","dec",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","decades",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","decreasing",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","degradation",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","dependence",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","describes",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","desertification",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","deserts",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","did",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","didn't",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","different",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","director",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","displaced",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","displacement",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","dr",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","dubuque",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","east",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","economic",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","edt",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","effects",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","end",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","english",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","environmental",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","equivalent",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","especially",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","events",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","examined",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","expected",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","experiencing",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","extreme",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","extremes",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","factors",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","failures",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","faster",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","findings",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","floods",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","foothills",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","forced",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","forecasts",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","found",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","four",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","fragile",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","friendly",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","gap",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","gas",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","geographic",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","globally",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","going",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","green",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","greenhouse",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","groundswell",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","half",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","has",1,910,0.0010989010989011,0.0689928714869514,7.58163422933532e-05
"Climate change could force 200 million to move","help",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","herald",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","high",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","how",1,910,0.0010989010989011,0.310154928303839,0.000340829591542681
"Climate change could force 200 million to move","however",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","humanitarian",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","ia",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","if",1,910,0.0010989010989011,0.22314355131421,0.000245212693751879
"Climate change could force 200 million to move","implications",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","inc",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","increased",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","increasing",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","induce",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","industry",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","inequality",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","influence",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","intensify",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","invest",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","investing",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","involved",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","isn't",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","its",1,910,0.0010989010989011,0.143100843640673,0.00015725367433041
"Climate change could force 200 million to move","jan",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","job",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","kanta",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","know",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","kumari",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","land",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","largest",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","length",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","levels",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","limited",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","limiting",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","line",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","load",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","location",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","longer",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","low",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","maarten",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","mainly",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","matter",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","means",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","mid",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","millions",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","moderate",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","multiplier",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","natural",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","needed",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","net",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","new",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","news",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","newspaper",1,910,0.0010989010989011,0.143100843640673,0.00015725367433041
"Climate change could force 200 million to move","no",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","none",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","northeastern",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","northern",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","northwestern",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","occurring",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","october",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","often",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","one",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","onset",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","our",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","out",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","own",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","pacific",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","page",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","paris",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","particularly",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","persons",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","pg",1,910,0.0010989010989011,0.310154928303839,0.000340829591542681
"Climate change could force 200 million to move","planning",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","plausible",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","policy",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","population",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","population's",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","potency",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","potential",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","previously",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","privacy",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","production",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","productivity",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","prof",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","proportion",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","published",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","push",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","pushing",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","reaffirm",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","reality",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","recommended",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","region",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","releases",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","relief",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","remain",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","report's",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","reports",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","research",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","reserved",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","resilient",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","right",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","rights",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","rising",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","roughly",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","say",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","scenarios",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","science",1,910,0.0010989010989011,0.310154928303839,0.000340829591542681
"Climate change could force 200 million to move","scientists",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","sea",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","second",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","section",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","senior",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","severe",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","short",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","shortages",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","six",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","slow",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","soon",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","stay",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","subject",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","sustainability",1,910,0.0010989010989011,1.09861228866811,0.00120726625128364
"Climate change could force 200 million to move","technology",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","telegraph",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","term",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","territorial",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","threat",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","time",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","timeline",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","track",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","tunisia",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","unequal",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","unless",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","urgent",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","usa",1,910,0.0010989010989011,0.143100843640673,0.00015725367433041
"Climate change could force 200 million to move","varying",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","viviane",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","vulnerability",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","warming",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","warned",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","warns",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","wasn't",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","wednesday",1,910,0.0010989010989011,0.916290731874155,0.0010069128921694
"Climate change could force 200 million to move","wei",1,910,0.0010989010989011,2.01490302054226,0.00221417914345304
"Climate change could force 200 million to move","well",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","were",1,910,0.0010989010989011,0.762140052046897,0.000837516540710876
"Climate change could force 200 million to move","western",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","what",1,910,0.0010989010989011,0.405465108108164,0.000445566052866115
"Climate change could force 200 million to move","while",1,910,0.0010989010989011,0.510825623765991,0.000561346839303286
"Climate change could force 200 million to move","will",1,910,0.0010989010989011,0.22314355131421,0.000245212693751879
"Climate change could force 200 million to move","women",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change could force 200 million to move","woodward",1,910,0.0010989010989011,2.70805020110221,0.00297587934187056
"Climate change could force 200 million to move","words",1,910,0.0010989010989011,0,0
"Climate change could force 200 million to move","worse",1,910,0.0010989010989011,1.32175583998232,0.00145247894503552
"Climate change could force 200 million to move","would",1,910,0.0010989010989011,0.628608659422374,0.000690778746617994
"Climate change could force 200 million to move","zero",1,910,0.0010989010989011,1.6094379124341,0.00176861309058692
"Climate change is real, and it requires us to act","00",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","01",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","06",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","11",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","155558649",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","18",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","2011",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","31",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","390",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","66",1,615,0.0016260162601626,0.916290731874155,0.00148990362906367
"Climate change is real, and it requires us to act","67",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","88",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","93",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","across",1,615,0.0016260162601626,0.628608659422374,0.0010221279014998
"Climate change is real, and it requires us to act","adapt",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","affect",1,615,0.0016260162601626,0.916290731874155,0.00148990362906367
"Climate change is real, and it requires us to act","alarmed",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","am",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","an",1,615,0.0016260162601626,0.0689928714869514,0.000112183530873092
"Climate change is real, and it requires us to act","animals",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","answer",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","any",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","asteroids",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","atmosphere",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","barely",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","become",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","before",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","bodies",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","body",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","calls",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","can",1,615,0.0016260162601626,0.510825623765991,0.000830610770351204
"Climate change is real, and it requires us to act","casten",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","catastrophe",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","challenge",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","choices",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","classification",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","clear",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","client",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","climatology",1,615,0.0016260162601626,0.405465108108164,0.000659292858712462
"Climate change is real, and it requires us to act","conditions",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","congressman",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","content",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","continue",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","continued",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","dec",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","disaster",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","distant",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","done",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","drives",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","easy",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","ebb",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","economies",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","edition",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","edt",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","end",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","energy",1,615,0.0016260162601626,0.628608659422374,0.0010221279014998
"Climate change is real, and it requires us to act","english",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","even",1,615,0.0016260162601626,0.310154928303839,0.000504316956591609
"Climate change is real, and it requires us to act","event",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","events",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","every",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","existential",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","far",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","floods",1,615,0.0016260162601626,0.628608659422374,0.0010221279014998
"Climate change is real, and it requires us to act","food",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","for",1,615,0.0016260162601626,0,0
